,user,txt,dt,user_location
1253,RyanBolangelo,@PabloTorre At this point I’m pretty sure the only people against lifting the federal ban on Marijuana are the peop… https://t.co/l5bGLghYy4,Wed Jul 25 00:46:47 +0000 2018,"Pennsylvania, USA"
1254,cannaviewzz,"Momma Needs Some ME Time! 
WATCH: https://t.co/0jD5ZGgTqo

#Cannabis #Marijuana #Weed https://t.co/ejU7U6Do9P",Wed Jul 25 00:45:08 +0000 2018,Hollywood
1255,RachelSuperEli1,"RT @ToddEisenhard: @WhiteHouse You want to stop the crisis?  Legalize marijuana, destroy the poppy fields, and limit big pharma.",Wed Jul 25 00:44:41 +0000 2018,#Texas  -born & raised 🤠 @jac
1256,krisisconfused,"RT @RichardGarzola: Marijuana is no more dangerous than alcohol and has clear medical benefits. 

Criminalizing it keeps it from people who…",Wed Jul 25 00:33:15 +0000 2018,broward
1257,anielnotdaniel,"RT @RichardGarzola: Marijuana is no more dangerous than alcohol and has clear medical benefits. 

Criminalizing it keeps it from people who…",Wed Jul 25 00:32:37 +0000 2018,Zion
1258,nowamfound,New Jersey Suspends All Marijuana Prosecutions https://t.co/99n7M20QxC,Wed Jul 25 00:32:31 +0000 2018,south florida
1259,svbarber931,Vermont Attorney General Rules It Illegal for Businesses to Gift Marijuana https://t.co/dJ51IoPqax,Wed Jul 25 00:28:46 +0000 2018,"Biloxi,Ms."
1260,msmegannxo,"I had a feeling this would happen. Cover up and change up the story. 

""No no my bad it wasn't HEROIN,  it was some… https://t.co/UkLhub8Tqn",Wed Jul 25 00:26:47 +0000 2018,"Miami, FL"
1261,DmactotheD,"@NRO @KatTimpf Handing out marijuana, okay, straws, jail time. Got it.",Wed Jul 25 00:25:08 +0000 2018,"Pennsylvania, USA"
1262,CindyProUSA,"RT @Education4Libs: President Trump says he will more than likely support ending the federal ban on marijuana.

Politically, a smart move.…",Wed Jul 25 00:19:42 +0000 2018,
1263,saleforwatches,CBD from Hemp vs. Marijuana: What to Know https://t.co/07FFm1UQuD,Wed Jul 25 00:16:15 +0000 2018,Switzerland
1264,togsz,RT @CalicoFin: Colorado is Using $3 Million From Marijuana Tax to Provide Food and Housing for the Homeless https://t.co/6IpLXlH9H3,Wed Jul 25 00:14:04 +0000 2018,Bahamas 
1265,azemarketing,NEW Marijuana Weed Pot Reefer Cannabis Green Valance Curtain 43″W x 13″L https://t.co/GAFEWxPqr1 https://t.co/aiIoKVm1Mp,Wed Jul 25 00:13:58 +0000 2018,miami
1266,cdahi23,"RT @RichardGarzola: Marijuana is no more dangerous than alcohol and has clear medical benefits. 

Criminalizing it keeps it from people who…",Wed Jul 25 00:11:09 +0000 2018,
1267,ToddEisenhard,"@WhiteHouse You want to stop the crisis?  Legalize marijuana, destroy the poppy fields, and limit big pharma.",Wed Jul 25 00:09:06 +0000 2018,"Pennsylvania, USA"
1268,SESHMagOfficial,New Jersey Suspends All Marijuana Prosecutions Until September https://t.co/9jRQUi5GK5,Wed Jul 25 00:08:19 +0000 2018,"Tampa, FL"
1269,AlienRMUSIC,"@CAA_Official @CAA_Official your statement is true, but there are people born with addictive personalities that put… https://t.co/hEY04QChO1",Wed Jul 25 00:03:10 +0000 2018,"Minnesota, USA"
1270,jenniferkochsh1,"RT @RastaVapors: 4 reasons why the #marijuana community is switching to #vaping
https://t.co/jxwReTYxDR
#eliquid #ejuice #vapes #vape #hemp…",Wed Jul 25 00:03:06 +0000 2018,"San Francisco, CA"
1271,RastaVapors,"4 reasons why the #marijuana community is switching to #vaping
https://t.co/jxwReTYxDR
#eliquid #ejuice #vapes… https://t.co/4edN5xKgPs",Wed Jul 25 00:00:33 +0000 2018,"Green Cove Springs, FL"
1272,Gelseygirl_99,"RT @RichardGarzola: Marijuana is no more dangerous than alcohol and has clear medical benefits. 

Criminalizing it keeps it from people who…",Tue Jul 24 23:59:40 +0000 2018,
1273,EpicSashimi,@DefConicorn @TinehAgent @baethiest It's a marijuana / concentrate joke I knew you wouldn't get it,Tue Jul 24 23:59:14 +0000 2018,Dab City
1274,CalicoFin,Colorado is Using $3 Million From Marijuana Tax to Provide Food and Housing for the Homeless https://t.co/6IpLXlH9H3,Tue Jul 24 23:56:39 +0000 2018,"Nassau, Bahamas"
1275,yohanaaxo_,"RT @RichardGarzola: Marijuana is no more dangerous than alcohol and has clear medical benefits. 

Criminalizing it keeps it from people who…",Tue Jul 24 23:51:39 +0000 2018,
1276,Ker_Mit97,"RT @RichardGarzola: Marijuana is no more dangerous than alcohol and has clear medical benefits. 

Criminalizing it keeps it from people who…",Tue Jul 24 23:51:34 +0000 2018,Brooklyn
1277,RichardGarzola,"Marijuana is no more dangerous than alcohol and has clear medical benefits. 

Criminalizing it keeps it from people… https://t.co/NdxK1a25MH",Tue Jul 24 23:49:57 +0000 2018,"Tallahassee, FL"
1278,johnshirley855,@OliverMcGee @RyanAFournier @TPUSA All Jeff cares about is keep marijuana illegal. He can not focus on anything else.,Tue Jul 24 23:38:56 +0000 2018,"Mobile, AL"
1279,VelcroYuppie,"@heyyguido I think she's amazing. I love her music, and I really like how she's unapologetically herself. As an alc… https://t.co/faOnAUdz2l",Tue Jul 24 23:36:11 +0000 2018,"Pennsylvania, USA"
1280,LaderaFarmsWa,RT @SESHMagOfficial: Study Finds That Alcohol Is A Much Bigger Gateway Drug Than Marijuana https://t.co/Sa50v8qR9K,Tue Jul 24 23:22:38 +0000 2018,"Wenatchee, WA"
1281,cannaviewzz,"FOR THE GIRLS WHO SMOKE WEED 420! 😍👌❤️ WATCH: https://t.co/ig4ERC7mLI

#TacoTuesday #Weed #Cannabis #Marijuana https://t.co/eJnVISWXL0",Tue Jul 24 23:20:07 +0000 2018,Hollywood
1282,jjdpower1970,@RealJamesWoods there is not a marijuana dispensary!!!,Tue Jul 24 23:14:06 +0000 2018,"Miami, FL"
1283,Hey_tRUMP_2017,"RT @1SKERKRO: Allowing MEDICAL MARIJUANA IN FLORIDA was overwhelming approved by the voters in Fla!
However RickScott has done everything h…",Tue Jul 24 23:02:28 +0000 2018,
1284,tjm9722,"Pot smokers are setting aside their joints in favor of edibles, pills and extracts https://t.co/KzDKDaysXI",Tue Jul 24 23:02:02 +0000 2018,"St. Pete Beach, FL"
1285,SgtTomorrow,"@PabloTorre There is no such thing as synthetic marijuana. Ever, anywhere.",Tue Jul 24 22:54:11 +0000 2018,"Pennsylvania, USA"
1286,TeresaHutson1,"RT @1SKERKRO: Allowing MEDICAL MARIJUANA IN FLORIDA was overwhelming approved by the voters in Fla!
However RickScott has done everything h…",Tue Jul 24 22:42:16 +0000 2018,Midwest 
1287,MarilouGeorge,"RT @1SKERKRO: Allowing MEDICAL MARIJUANA IN FLORIDA was overwhelming approved by the voters in Fla!
However RickScott has done everything h…",Tue Jul 24 22:39:32 +0000 2018,Florida
1288,bjlbernal,"I have a new follower! Checkout MMTCFL (@mmtcfl): MMTC connects physicians, pharmacists and medical marijuana leade… https://t.co/p4iQS2DPOm",Tue Jul 24 22:37:59 +0000 2018,"Margate, FL, USA"
1289,legalCAT10,"RT @1SKERKRO: Allowing MEDICAL MARIJUANA IN FLORIDA was overwhelming approved by the voters in Fla!
However RickScott has done everything h…",Tue Jul 24 22:37:59 +0000 2018,Satans Sweaty-Crotch Florida
1290,Rmullins8,Demi lovato overdose.. Wonder why people that live in a state where legal recreational marijuana is legal people still use heroin?,Tue Jul 24 22:37:54 +0000 2018,"Plant City, FL"
1291,TakemetoWV,"RT @1SKERKRO: Allowing MEDICAL MARIJUANA IN FLORIDA was overwhelming approved by the voters in Fla!
However RickScott has done everything h…",Tue Jul 24 22:37:18 +0000 2018,"Virginia, USA"
1292,1SKERKRO,"Allowing MEDICAL MARIJUANA IN FLORIDA was overwhelming approved by the voters in Fla!
However RickScott has done ev… https://t.co/kLNo3zrbyf",Tue Jul 24 22:35:36 +0000 2018,ORLANDO FLORIDA USA
1293,gkeat97,"RT @MayorLevine: I'm the only candidate who took action &amp; delivered on progressive change:

✅ Fortified Miami Beach against sea level rise…",Tue Jul 24 22:27:52 +0000 2018,"Tallahassee, FL"
1294,CandyHeadEdible,"RT @SovereignInvest: What do you think about marijuana’s first U.S. IPO?

https://t.co/Ac8LA1MlpD

#Marijuana #NASDAQ #SP500 #NYSE #Assets…",Tue Jul 24 22:20:19 +0000 2018,"Providence, RI"
1295,mmjmagofficial,Lebanon Wants To Legalize Medical Marijuana https://t.co/fhZ6azGWHV,Tue Jul 24 21:55:21 +0000 2018,"Tampa, FL"
1296,SovereignInvest,"What do you think about marijuana’s first U.S. IPO?

https://t.co/Ac8LA1MlpD

#Marijuana #NASDAQ #SP500 #NYSE… https://t.co/jbwdGv5shU",Tue Jul 24 21:55:07 +0000 2018,"Delray Beach, FL"
1297,LNseven5,Marijuana impaired driving kills! Pensacola driver under influence of marijuana gets 17 years for fatal crash https://t.co/Xo6GPmHndt via @,Tue Jul 24 21:51:50 +0000 2018,Tampa
1298,GrouchoMarx1011,@jonathanstea @Slate I never stated that that problems are trivial. I stated that they are minimal relative to prob… https://t.co/DNoYlZvZwY,Tue Jul 24 21:46:13 +0000 2018,Atlantis
1299,AmericanWally,.@Richzeoli marijuana The gateway drug to Dorito’s and Donuts @GREGSTOCKER,Tue Jul 24 21:36:48 +0000 2018,"Pennsylvania, USA"
1300,SSASMCGUIRE,"RT @GoPoliceBlotter: New Jersey AG halts prosecutions of marijuana charges, effective immediately https://t.co/3j6gneKErL",Tue Jul 24 21:36:13 +0000 2018,"Partners with TheRevBobLevy in fighting for Veterans rights, health & $$$"
1301,HempCoinTHCNews,$THC Bill That Requires Federal Study on Impact of Marijuana Legalization Introduced https://t.co/5XEO1Xpj3w https://t.co/ecZwlOgzYj,Tue Jul 24 21:32:07 +0000 2018,"Tampa, FL"
1302,215Today,New Jersey puts temporary hold on marijuana cases https://t.co/M4PpC9m5Lu https://t.co/9jmGcgoZi9,Tue Jul 24 21:31:09 +0000 2018,"Pennsylvania, USA"
1303,LouSouthFla,"@TulsiPress Just make all costs associated with marijuana: arrests, trials and incarcerations, paid for with a spec… https://t.co/qs0vWUwtwN",Tue Jul 24 21:30:43 +0000 2018,"Oakland Park, Florida"
1304,TerriHa43350620,@Sp0rtsTalkJo3 @realDonaldTrump @VFWHQ Lol....nobody dies of a marijuana overdose!! Lmao,Tue Jul 24 21:30:19 +0000 2018,"Minnesota, USA"
1305,WatchYourRepsMN,"RT @MPRnews: DFL-endorsed candidate for governor Erin Murphy said she would support moving the state to a single-payer healthcare system, l…",Tue Jul 24 21:27:06 +0000 2018,Minnesota
1306,Aydin_Adam,Wait till he finds out they all smoked marijuana beforehand... https://t.co/bpIUiBcDXt,Tue Jul 24 21:24:40 +0000 2018,South Florida
1307,GoPoliceBlotter,"New Jersey AG halts prosecutions of marijuana charges, effective immediately https://t.co/3j6gneKErL",Tue Jul 24 21:21:23 +0000 2018,"Boca Raton, FL"
1308,Id0ntGivAFuck_,@LayTwoTimes @iBe_Vibin lmfaooooo mine still calls it marijuana,Tue Jul 24 21:19:52 +0000 2018,"Miami, FL"
1309,vtblom,New Jersey suspends marijuana cases in court in potential step towards legalization https://t.co/lZwg4IeVFp,Tue Jul 24 21:05:09 +0000 2018,"West Melbourne, FL"
1310,BouncyBrandon,New Jersey Attorney General Puts Marijuana Prosecutions on Hold #MarijuanaNews #Marijuana #BeYou #BeFree… https://t.co/1rotWHuCNF,Tue Jul 24 21:01:22 +0000 2018,"Wesley Chapel, FL"
1311,pa_medical,Did you know that THC can slow or even halt Alzheimer's disease?  Call us today to see if you qualify for medical m… https://t.co/t7LM2IoIVG,Tue Jul 24 21:00:13 +0000 2018,"Pennsylvania, USA"
1312,CurrConsultGrp,"MA recreational #marijuana sales still on hold. #CurrentCompliance
https://t.co/UCzh5Webev",Tue Jul 24 21:00:01 +0000 2018,"Coral Springs, FL"
1313,StarshipTech,"RT @MPRnews: DFL-endorsed candidate for governor Erin Murphy said she would support moving the state to a single-payer healthcare system, l…",Tue Jul 24 20:51:29 +0000 2018,"MN, the Best State"
1314,GremlinGears,"Well played. Now, who actually read the article? https://t.co/x6jtxeJIwp",Tue Jul 24 20:47:22 +0000 2018,"Tampa, FL"
1315,PurposeInvest,"RT @InsideETFs: Greg Taylor of @PurposeInvest: The Active #ETF Advantage in Marijuana, Tech, and Juniors https://t.co/TpxeazXmeU #ETFs via…",Tue Jul 24 20:44:59 +0000 2018,Canada
1316,Trav0042,"RT @MPRnews: DFL-endorsed candidate for governor Erin Murphy said she would support moving the state to a single-payer healthcare system, l…",Tue Jul 24 20:44:09 +0000 2018,Moneyapolis
1317,kiss_original,@Sp0rtsTalkJo3 @realDonaldTrump @VFWHQ 23yrs in nursing. U can’t die from a marijuana overdose. U can die from smok… https://t.co/B1Rv9F3Yna,Tue Jul 24 20:38:03 +0000 2018,"Port St Lucie, FL"
1318,MPRnews,DFL-endorsed candidate for governor Erin Murphy said she would support moving the state to a single-payer healthcar… https://t.co/yGWIFmnJtd,Tue Jul 24 20:32:00 +0000 2018,Minnesota
1319,HempCoinTHCNews,$THC New Jersey Stalls All Marijuana Court Cases Until September https://t.co/OXAwdWruOq https://t.co/jjp763yv5Q,Tue Jul 24 20:30:04 +0000 2018,"Tampa, FL"
1320,Jstone119Sandra,RT @TDOnline: NJ marijuana legalization: New Jersey just quietly decriminalized weed https://t.co/R8kQw8NA2S,Tue Jul 24 20:26:03 +0000 2018,
1321,SESHMagOfficial,Study Finds That Alcohol Is A Much Bigger Gateway Drug Than Marijuana https://t.co/Sa50v8qR9K,Tue Jul 24 20:25:36 +0000 2018,"Tampa, FL"
1322,mikevasilinda,"@JeffGreeneFL stakes out position on guns, marijuana and doesn't care who the GOP nominates. First he has to get pa… https://t.co/dOU1ueZWH5",Tue Jul 24 20:24:09 +0000 2018,"Tallahassee, FL"
1323,MNTRYJOSEPH,Punish Men Who Allegedly Drugged Goat With Marijuana Smoke https://t.co/hGizohgcMk,Tue Jul 24 20:20:51 +0000 2018,"Pensacola, Florida"
1324,FSUPhi1584,"@RyanJAndrews @ABC What a cotton-headed ninny muggin, calling educated kids supercilious snowflakes. His stance on… https://t.co/ygsVxh7UJE",Tue Jul 24 20:17:36 +0000 2018,"St. Petersburg, FL"
1325,Serenit97952855,@trill_problems LOL - well good luck with that.  Older people might be able to claim medical marijuana anyway - so… https://t.co/ocyKRpdXGB,Tue Jul 24 20:16:25 +0000 2018,"Hialeah, FL"
1326,chris_farleyxt,Report: Total Marijuana Demand Tops Ice Cream In U.S. https://t.co/5VMYbOYPMu,Tue Jul 24 20:08:02 +0000 2018,"Mobile, AL"
1327,bendelanoy,Pleased to announce that we have relaunched Medical Marijuana Magazine! https://t.co/CkonaKLTel,Tue Jul 24 19:51:51 +0000 2018,"Tampa, Florida"
1328,daretothink53,RT @TDOnline: NJ marijuana legalization: New Jersey just quietly decriminalized weed https://t.co/R8kQw8NA2S,Tue Jul 24 19:51:06 +0000 2018,
1329,MarijuanaOrl,Manitoba First Nation lends CA$35M to marijuana retailer https://t.co/Vxt0npSLla https://t.co/PBiFlDpV99,Tue Jul 24 19:49:34 +0000 2018,"Orlando, Florida"
1330,BigFrostGaming,@GovMurphy @GovChristie What about schools like Trenton High School ? Cause cliffside park has a website comparable… https://t.co/dN8GOSLHCl,Tue Jul 24 19:48:07 +0000 2018,"Pennsylvania, USA"
1331,bperks13,@Holdenradio @yeahbaby3052954 @AdamHBeasley I have done research. That’s my point. You’re telling someone that’s do… https://t.co/7VWPiDAo3g,Tue Jul 24 19:47:34 +0000 2018,"Daytona Beach, FL"
1332,JimRosicaFL,RT @TDOnline: NJ marijuana legalization: New Jersey just quietly decriminalized weed https://t.co/R8kQw8NA2S,Tue Jul 24 19:45:23 +0000 2018,"Tallahassee, FL"
1333,TDOnline,NJ marijuana legalization: New Jersey just quietly decriminalized weed https://t.co/R8kQw8NA2S,Tue Jul 24 19:45:08 +0000 2018,"Tallahassee, Florida"
1334,indusneuro,Marijuana Viewed Favorably by Most Americans (CME/CE) #Neurology https://t.co/OjYSkHeno3,Tue Jul 24 19:42:02 +0000 2018,"Boca Raton, FL"
1335,JimNYCFTL,@GwenGraham Recreational Marijuana! More Floridians voted for this in the last election than the candidates themsel… https://t.co/Sl6YA9I7tR,Tue Jul 24 19:39:29 +0000 2018,"Fort Lauderdale, FL,"
1336,BarbL4,@Sp0rtsTalkJo3 @Varex_Sythe @realDonaldTrump @VFWHQ marijuana is the most addictive drug... I had to put my drink d… https://t.co/71SW1RmJ5B,Tue Jul 24 19:38:07 +0000 2018,"Pennsylvania, USA"
1337,mikaylaxdavis,Went to Whole Foods very off the marijuana and that entire freezer full of mochi....I can’t even put into words the emotions I feel.,Tue Jul 24 19:32:48 +0000 2018,"Orlando, FL"
1338,SaysJimi,@tommychong My fifth Poetry book will be here by Christmas or Begining of 2019. write these Poems as the orders com… https://t.co/GlJwL3raTn,Tue Jul 24 19:32:27 +0000 2018,"New Port Richey, FL"
1339,sharoncrowstar,Lawmakers: Marijuana agency bungling is ‘sabotage’ of ‘intentional ineptitude’ https://t.co/1GXm4xYSpK via @WatchdogFla,Tue Jul 24 19:22:47 +0000 2018,"Daytona Beach, FL"
1340,KevinKL1969,@JasonIsbell Is there any hope that someday we can get out of the clutches of big pharmaceutical companies and legalize marijuana federally,Tue Jul 24 19:14:20 +0000 2018,"Orlando,FL"
1341,KcKvon,"RT @WALBNews10: US representative from Ohio: Marijuana should be legalized in all 50 states 

https://t.co/zNiFXGNvx0 https://t.co/D6qsS54k…",Tue Jul 24 19:06:16 +0000 2018,United States
1342,gnewburn,"@CatoInstitute One thing we're getting, I guess, is a state where marijuana isn't available within minutes and at v… https://t.co/btL3txgoM4",Tue Jul 24 19:01:00 +0000 2018,"Gainesville, FL"
1343,CurrConsultGrp,#Marijuana legalization may have reached the point of no return - #employers need to mobilize now to ensure their c… https://t.co/DQYGnhvZxW,Tue Jul 24 19:00:01 +0000 2018,"Coral Springs, FL"
1344,gnewburn,This @CatoInstitute report says marijuana prohibition cost Florida (in expenditures and estimated lost revenue) $72… https://t.co/RLtQjqRCYo,Tue Jul 24 18:52:40 +0000 2018,"Gainesville, FL"
1345,InsideETFs,"Greg Taylor of @PurposeInvest: The Active #ETF Advantage in Marijuana, Tech, and Juniors https://t.co/TpxeazXmeU #ETFs via @advisoranalyst",Tue Jul 24 18:50:07 +0000 2018,"Hollywood, FL"
1346,MyCannaMD,"“[One of the only] FDA-approved drugs for #ALS, riluzole, extends life on average by about two months. Evidence fro… https://t.co/vBMnV89x08",Tue Jul 24 18:47:13 +0000 2018,"Orlando, FL"
1347,DrugTestNews,Did NJ just quietly decriminalize weed? -- New Jersey Attorney General Gurbir Grewal has asked municipal prosecutor… https://t.co/0VhUH4QIVb,Tue Jul 24 18:46:28 +0000 2018,"Boca Raton, FL"
1348,MrSmallCap,Is The Amazon Effect A Real Thing For Marijuana Stocks? - J. Philip https://t.co/XsReGhQ7Wz,Tue Jul 24 18:45:27 +0000 2018,"Miami, FL"
1349,215Today,Report: New Jersey Puts Temporary Hold On Marijuana Cases https://t.co/9T5pZBgcgW https://t.co/ZQ1TbEIvLJ,Tue Jul 24 18:32:34 +0000 2018,"Pennsylvania, USA"
1350,GrouchoMarx1011,@Slate @jonathanstea wrote a nice piece of anti-marijuana propaganda here. Shame on @Slate,Tue Jul 24 18:23:19 +0000 2018,Atlantis
1351,MedNewz,RT @MedNewz: 🇨🇦 Four-year-old girl eats 15 pieces of edible marijuana product https://t.co/cYvS2Hb5kT,Tue Jul 24 18:21:18 +0000 2018,"Fort Lauderdale, FL"
1352,DrugTestNews,"Health board sets special meeting for August, could consider medical marijuana rules https://t.co/6Aa9inodic",Tue Jul 24 18:16:31 +0000 2018,"Boca Raton, FL"
1353,GreenMedMD,#MarijuanaPrescription at #GreenMedMD. GreenMedMD provides marijuana prescription for all patients that need medica… https://t.co/0FbwLEiXyI,Tue Jul 24 18:01:19 +0000 2018,"Boca Raton, FL"
1354,JordanBPrice,Drugs tobacco leave all of that alone. Even Marijuana.,Tue Jul 24 18:00:53 +0000 2018,"Tampa, FL"
1355,Haileylittle21,"Loving the feedback I’m getting! 
Where do y’all live? Is marijuana legal there? If so, medically or recreationally… https://t.co/APbryuFDAr",Tue Jul 24 17:59:46 +0000 2018,FL
1356,JamesWann7,"Bob Marley was buried with his red Gibson guitar, a Bible opened to Psalm 23, and some marijuana.",Tue Jul 24 17:46:02 +0000 2018,"Miami, FL"
1357,BouncyBrandon,Water Bongs: The Ultimate Buyers Guide #MarijuanaNews #Marijuana #BeYou #BeFree https://t.co/MCQaHSyiBf… https://t.co/BmRxHNmduv,Tue Jul 24 17:44:42 +0000 2018,"Wesley Chapel, FL"
1358,LNseven5,National research-based marijuana education campaign needed. Current legalization movement is based on myths. https://t.co/sBgr665xVI,Tue Jul 24 17:40:07 +0000 2018,Tampa
1359,MarijuanaOrl,Recreational marijuana initiative in Oklahoma unlikely to make November ballot https://t.co/bIU0EM84oi https://t.co/G2aSZHmfFX,Tue Jul 24 17:39:05 +0000 2018,"Orlando, Florida"
1360,partyslarti,"RT @EdKrassen: BREAKING: Congressman Tim Ryan (D-OH) has called for the legalization of Marijuana nationwide!

 ""I am calling for an end to…",Tue Jul 24 17:37:34 +0000 2018,
1361,TRUSTinbound,Hot off the press! THE INCROWD is out!  https://t.co/jBbdTjFaBv Thanks to @mmjresources @CBMedTeam @HalifaxEditor #marijuana,Tue Jul 24 17:35:02 +0000 2018,"Ponte Vedra, FL"
1362,rykierkun,@BeautyByAmelita @Bob_Kehley @NYCSmokeFree Are you genuinely asking this? Secondhand Marijuana smoke doesn't give a… https://t.co/Y4acsskWOo,Tue Jul 24 17:22:02 +0000 2018,"Minnesota, USA"
1363,DrugTestNews,"So, how high will this new marijuana beer get you? Five things to know https://t.co/FvnhtwVYHo",Tue Jul 24 17:16:35 +0000 2018,"Boca Raton, FL"
1364,larry_leadford,RT @Melissa_Vikings: @HeathenViking @larry_leadford @HisMoon11 @SICKBASTARD3 @slayerific13 @LadyOfVanadis @BklineBetty @TamiAAranda @Wolfca…,Tue Jul 24 17:14:34 +0000 2018,Ég keyri
1365,JipseSol30,LINK IN BIO #cbdbusiness #cbdoil #cbd #hemp #marijuana #joinmyteam #changelives #tuesdaymotivation #naturalremedies… https://t.co/C9KSqk9x27,Tue Jul 24 17:13:18 +0000 2018,"Pennsylvania, USA"
1366,Melissa_Vikings,@HeathenViking @larry_leadford @HisMoon11 @SICKBASTARD3 @slayerific13 @LadyOfVanadis @BklineBetty @TamiAAranda… https://t.co/8vkNCiBg1A,Tue Jul 24 17:07:30 +0000 2018,"Pennsylvania, USA"
1367,PatriotCane,Not everyone supports legalizing marijuana.  Some don't even support #medicalmarijuana but if you or someone you lo… https://t.co/03qAKrWMOh,Tue Jul 24 17:04:52 +0000 2018,"Clewiston, FL"
1368,CurrConsultGrp,"With three #marijuana initiatives likely to be on MO ballots this fall, experts are questioning where funding for t… https://t.co/IZ6sjApLod",Tue Jul 24 17:00:02 +0000 2018,"Coral Springs, FL"
1369,DrugTestNews,Synthetic marijuana and brighter lights could improve the... https://t.co/OmksnCAoNL,Tue Jul 24 16:46:28 +0000 2018,"Boca Raton, FL"
1370,tackyjaqi,Interesting findings. 🤔 https://t.co/oRe5Q2CEdi,Tue Jul 24 16:42:32 +0000 2018,"Pennsylvania, USA"
1371,Frostycakes718,"RT @EdKrassen: BREAKING: Congressman Tim Ryan (D-OH) has called for the legalization of Marijuana nationwide!

 ""I am calling for an end to…",Tue Jul 24 16:36:11 +0000 2018,USA
1372,MrSmallCap,Why Marijuana Stocks Are Looking To E-Commence For Next Round Of Growth https://t.co/fwPto0qgRA https://t.co/6Gpfbrptlm,Tue Jul 24 16:29:20 +0000 2018,"Miami, FL"
1373,RamboGardenGirl,"RT @EdKrassen: BREAKING: Congressman Tim Ryan (D-OH) has called for the legalization of Marijuana nationwide!

 ""I am calling for an end to…",Tue Jul 24 16:26:17 +0000 2018,Pebble Beach calif.
1374,MrSmallCap,I just published “Is The Amazon Effect A Real Thing For Marijuana Stocks?” https://t.co/ZlVD1IWloe,Tue Jul 24 16:24:37 +0000 2018,"Miami, FL"
1375,thunder825,@realDonaldTrump when are you going to legalize marijuana ? It helps so many people with medical issues. For crying… https://t.co/0q4HtQs3zm,Tue Jul 24 16:22:37 +0000 2018,"Cape Coral, FL"
1376,miamitaxicabs,"So, how high will this new marijuana beer get you? Five things to know https://t.co/MTXQSZRg69 https://t.co/rlplc9Hxo0",Tue Jul 24 16:18:04 +0000 2018,"Miami, FL"
1377,Ashley_Hobbs24,"I'm sorry, but why do you have to talk about alcohol or marijuana in this article? This keeps a stigma on mental he… https://t.co/lRg2b1KQJU",Tue Jul 24 15:57:55 +0000 2018,"Clermont, FL"
1378,WallStreetMyWay,"$PURA- ""Marijuana"" products as an anyone that really wants to know about.  
  
 A supporting team in $Pura. I'm Loa… https://t.co/mRvhSIHgbs",Tue Jul 24 15:54:59 +0000 2018,"Key Largo, FL"
1379,the420company,"Perrrrfect cuz I been here lol 😂 @_the420company_ .
.
.
.
.
#weed #wakeandbake #stoner #funny #smokeweed… https://t.co/rxbIaUWGuS",Tue Jul 24 15:49:32 +0000 2018,"Fort Lauderdale, FL"
1380,the420company,"Fuck em dawg. 🍑🍑🙌🏼 @_the420company_ .
.
.
.
.
#weed #wakeandbake #stoner #funny #smokeweed #photography #kush… https://t.co/TRMvZ5LX5O",Tue Jul 24 15:49:17 +0000 2018,"Fort Lauderdale, FL"
1381,DrugTestNews,Report: New Jersey puts temporary hold on marijuana cases https://t.co/BK1CgAHTFD,Tue Jul 24 15:46:28 +0000 2018,"Boca Raton, FL"
1382,taaylorxo_,Rolling marijuana that’s a cheap vacation,Tue Jul 24 15:41:21 +0000 2018,"Orlando, FL"
1383,salicious_robyn,"RT @slinginfin: #TheView so audit the military legalize marijuana and use the taxes to protect people. You  pay taxes, I'd rather pay taxes…",Tue Jul 24 15:40:06 +0000 2018,"Heat Nation-Miami,fl  305/954 "
1384,slinginfin,"#TheView so audit the military legalize marijuana and use the taxes to protect people. You  pay taxes, I'd rather p… https://t.co/LN2WzDFCmP",Tue Jul 24 15:38:44 +0000 2018,"Orange Park, FL"
1385,LifeCannMed,"Which famous queen in history used #medicalcannabis for her menstrual cramps? #ladyproblems, am I right?

Comment b… https://t.co/Gjdh2NaWGb",Tue Jul 24 15:23:03 +0000 2018,"Miami, FL"
1386,reliefmdfl,Chiropractic care isn’t just pain relive in your neck and back. It improves your overall quality of health. Here ar… https://t.co/HDJ89fJkGk,Tue Jul 24 15:22:54 +0000 2018,"Sunrise, FL"
1387,imobannon,New York Health Dept recommends legalizing #marijuana - https://t.co/V5wSm3NjwA,Tue Jul 24 15:20:08 +0000 2018,Always Mobile
1388,Hacksaw94,Alcohol Sales Dropped 15% In States With Medical Marijuana Laws https://t.co/mEMGFHlxAh,Tue Jul 24 15:19:56 +0000 2018,"East Lake, FL"
1389,YGonemakeit,All my marijuana lovers heart this 💛 THIS MY NEXT SHOW COMING UP ‼‼‼‼ ALERT 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/r1BWuxUKT6,Tue Jul 24 15:18:37 +0000 2018,"St Petersburg, FL"
1390,Hacksaw94,The NYPD has been told to stop arresting people for using marijuana in public in New York City https://t.co/5jVZh5qQTl,Tue Jul 24 15:18:03 +0000 2018,"East Lake, FL"
1391,CrescoYeltrah,Congratulations to the Liberty Cannabis team on their feature in The Inquirer! Helping change the script for #mmj o… https://t.co/9ujlFiU8XW,Tue Jul 24 15:18:02 +0000 2018,"Pennsylvania, USA"
