,user,txt,dt,user_location
426,SSNAlerts,Embattled state medical marijuana chief steps down: https://t.co/sGWZ1AM2Ae #SSNalerts #sayfie #FlaPol,Fri Jul 27 22:27:45 +0000 2018,"Tallahassee, Florida"
427,hbcampbell,"RT @AnricaC: Ricardo Rojas is a 75 yr. old elderly man who is serving a LIFE sentence for Marijuana! That's right, POT! He has spent the la…",Fri Jul 27 22:27:34 +0000 2018,Galt's Gulch
428,PoliticsTBTimes,"The embattled head of the state’s Office of Medical Marijuana Use is stepping down

https://t.co/CbaT2i1O81",Fri Jul 27 22:25:00 +0000 2018,"Tampa Bay, Florida"
429,Free_Ross,"RT @AnricaC: Ricardo Rojas is a 75 yr. old elderly man who is serving a LIFE sentence for Marijuana! That's right, POT! He has spent the la…",Fri Jul 27 22:23:54 +0000 2018,"USP Florence, CO"
430,TerriE1001,"Levine, who joined his fellow Democratic gubernatorial candidates Chris King &amp; Andrew Gillum in June in calling for… https://t.co/QYuf3ZZXKX",Fri Jul 27 22:13:53 +0000 2018,"Fort Lauderdale, FL"
431,TGuntherGroup,Congratulations to Mana Supply Co. in getting approved by the Maryland #MMCC commission this week on their Dispensa… https://t.co/VWg2gAQNga,Fri Jul 27 22:04:09 +0000 2018,"Miami, FL"
432,AllThingsCBS47,"Georgia man admits growing marijuana in home, jury sends him home https://t.co/tcOZmnycun",Fri Jul 27 21:58:04 +0000 2018,"Jacksonville, Florida."
433,GoodGravey,"RT @WOKVNews: Georgia man admits growing marijuana in home, jury sends him home https://t.co/TrRbYYtoZz https://t.co/PN5LbTtLGX",Fri Jul 27 21:57:30 +0000 2018,
434,AM1470WWNN,"RT @pbpost: Georgia man admits growing marijuana in home, jury sends him home https://t.co/PUMYCwRZlK",Fri Jul 27 21:49:13 +0000 2018,"Boca Raton, Florida"
435,ml_bunker,"RT @AnricaC: Ricardo Rojas is a 75 yr. old elderly man who is serving a LIFE sentence for Marijuana! That's right, POT! He has spent the la…",Fri Jul 27 21:49:08 +0000 2018,"Chicago, IL"
436,PrisonReformMvt,"RT @AnricaC: Ricardo Rojas is a 75 yr. old elderly man who is serving a LIFE sentence for Marijuana! That's right, POT! He has spent the la…",Fri Jul 27 21:48:23 +0000 2018,"Here, There, Everywhere....."
437,scoobasteve7132,@AlBoeNEWS I don't believe that is marijuana it needs to be tested send to me immediately for proper testing,Fri Jul 27 21:46:26 +0000 2018,"Mobile, AL"
438,pbpost,"Georgia man admits growing marijuana in home, jury sends him home https://t.co/PUMYCwRZlK",Fri Jul 27 21:45:17 +0000 2018,"West Palm Beach, FL"
439,MarijuanaOrl,Contentious medical marijuana regulator in Florida stepping down https://t.co/3Iy0qLxqPc https://t.co/5Thzpik2vN,Fri Jul 27 21:42:09 +0000 2018,"Orlando, Florida"
440,coldwomaninmn,"MN gov races on rec canabis. 
DFL candidates for governor line up behind marijuana legalization https://t.co/oT7UhqsKFv",Fri Jul 27 21:40:31 +0000 2018,Minnesota
441,tampa1_,@realDonaldTrump Legalize marijuana please sir #MAGA,Fri Jul 27 21:37:13 +0000 2018,"Tampa, FL"
442,WOKVNews,"Georgia man admits growing marijuana in home, jury sends him home https://t.co/TrRbYYtoZz https://t.co/PN5LbTtLGX",Fri Jul 27 21:35:24 +0000 2018,"Jacksonville, FL"
443,AnthonySorrel10,RT @sinsibility: A 'game-changer' for Pa. medical marijuana; flower goes on sale next week https://t.co/qwC9yhD8IP via @phillydotcom #avail…,Fri Jul 27 21:34:21 +0000 2018,"Kentucky, USA"
444,tampa1_,@realDonaldTrump Legalize marijuana please sir,Fri Jul 27 21:32:52 +0000 2018,"Tampa, FL"
445,Leftsucks2,"@c5127a5418m Sessions can’t change the laws. 

The Congress only can make or change laws. 

Many states have legali… https://t.co/JmCZEtEwCD",Fri Jul 27 21:32:23 +0000 2018,"Minnesota, USA"
446,Leftsucks2,@c5127a5418m He’s not toughening marijuana laws. Smoke ‘em if you got ‘em,Fri Jul 27 21:19:50 +0000 2018,"Minnesota, USA"
447,TB_Times,"Christian Bax, the embattled head of the state’s Office of Medical Marijuana Use, is stepping down https://t.co/ICOKhQRQPy",Fri Jul 27 21:15:00 +0000 2018,"St. Petersburg, Florida"
448,The_News_Herald,Florida’s medical marijuana director abruptly resigns https://t.co/pssTrRH9mu,Fri Jul 27 21:06:11 +0000 2018,"Panama City, Florida"
449,ndn,Florida's medical marijuana director abruptly resigns https://t.co/nW5KCJGigX https://t.co/sx3gJbz0xG,Fri Jul 27 21:01:05 +0000 2018,"Naples, Florida"
450,CurrConsultGrp,"New study shows that in most cases, regular #marijuana use leads to lack of #motivation and foresight.… https://t.co/qmPzV3arPy",Fri Jul 27 21:00:00 +0000 2018,"Coral Springs, FL"
451,PorcaroLaw,FL medical marijuana director abruptly resigns https://t.co/iYsxTh3lD5,Fri Jul 27 20:50:57 +0000 2018,"Delray Beach, FL"
452,LosEstevan,RT @MiamiHerald: Florida’s embattled director of medical marijuana steps down https://t.co/3RypY51q1y https://t.co/7Z9fgtUu13,Fri Jul 27 20:47:05 +0000 2018,"Hollywood, FL"
453,Kevin_ElPapito,RT @MiamiHerald: Florida’s embattled director of medical marijuana steps down https://t.co/3RypY51q1y https://t.co/7Z9fgtUu13,Fri Jul 27 20:45:28 +0000 2018,"Tallahassee, FL"
454,CORYROZAY,RT @MiamiHerald: Florida’s embattled director of medical marijuana steps down https://t.co/3RypY51q1y https://t.co/7Z9fgtUu13,Fri Jul 27 20:42:59 +0000 2018,"Fuckvill,USA"
455,jaxmechanic,Burned out? Florida's chief medical marijuana regulator resigns https://t.co/rORX7WvP2J https://t.co/crxfNWfY4E,Fri Jul 27 20:36:05 +0000 2018,Jacksonville
456,MiamiHerald,Florida’s embattled director of medical marijuana steps down https://t.co/3RypY51q1y https://t.co/7Z9fgtUu13,Fri Jul 27 20:35:00 +0000 2018,"Miami, FL"
457,news6wkmg,Florida's embattled director of its medical marijuana office is stepping down. https://t.co/yPelsLGtAA,Fri Jul 27 20:30:01 +0000 2018,"Orlando, FL"
458,HempCoinTHCNews,$THC Oklahoma to Vote on Relaxing Rigid Medical Marijuana Regulations https://t.co/r9w6QHaK3L https://t.co/XUK944J5TL,Fri Jul 27 20:27:45 +0000 2018,"Tampa, FL"
459,CannaSwaggy,Right!  And the leading jobs are in the marijuana field that you oppose. https://t.co/TSSTSwMf1h,Fri Jul 27 20:26:25 +0000 2018,"Tallahassee, FL"
460,Roar4Democracy,RT @Laylafor57: Did you know that @WalkerForFL supports full legal adult use marijuana? #Vote4AScientist,Fri Jul 27 20:21:37 +0000 2018,"Florida, USA"
461,NaplesResists,RT @Laylafor57: Did you know that @WalkerForFL supports full legal adult use marijuana? #Vote4AScientist,Fri Jul 27 20:14:29 +0000 2018,"Florida, USA"
462,MarijuanaOrl,Authorities close three more Sweet Leaf marijuana stores in Denver suburbs https://t.co/VKEBAlDtXZ https://t.co/uXIEpvkcKE,Fri Jul 27 20:03:44 +0000 2018,"Orlando, Florida"
463,baygui,Routine Traffic Stop Uncovers 420 Kilograms of Marijuana https://t.co/o2USNxrPgf via @AlBoeNEWS,Fri Jul 27 20:02:28 +0000 2018,"Tampa, Florida"
464,plant_life_co,Recreational marijuana sales still on hold until lab lands license https://t.co/YpzjYDFpne,Fri Jul 27 20:02:17 +0000 2018,"Delray Beach, FL"
465,ATHENA_ICEBERG,RT @CannabisLawPA: A 'game-changer' for Pa. medical marijuana; flower goes on sale next week https://t.co/gcUfHhPP4n via @phillydotcom @sam…,Fri Jul 27 19:55:44 +0000 2018,
466,CaronTreatment,"In this week’s blog post, driving under the influence of #marijuana is highlighted as a disturbing and dangerous tr… https://t.co/KIx4E4b2aQ",Fri Jul 27 19:45:07 +0000 2018,"PA, FL"
467,PanaceaTeresa,RT @CannabisLawPA: A 'game-changer' for Pa. medical marijuana; flower goes on sale next week https://t.co/gcUfHhPP4n via @phillydotcom @sam…,Fri Jul 27 19:27:33 +0000 2018,
468,DrugTestNews,Rams guard Jamon Brown says marijuana is reason for suspension https://t.co/mL8OjrttAD,Fri Jul 27 19:16:30 +0000 2018,"Boca Raton, FL"
469,jbevis10,Cape officer said he pulled over a car with James Brown inside years ago. He said Brown had marijuana all over his… https://t.co/b7U0Lp6WYl,Fri Jul 27 19:11:54 +0000 2018,Fort Myers 
470,LMTampa,"A sad and unexpected setback.
https://t.co/ayqaO9sXYa",Fri Jul 27 19:11:23 +0000 2018,"Tampa, FL"
471,boltsfan850,@BN9 Delays in a marijuana program? Yeah ... Sounds about right. https://t.co/KtvkOwdDj9,Fri Jul 27 19:08:52 +0000 2018,"Tallahassee, FL"
472,JEdImatty11B,"RT @MyNews13: BREAKING
Florida's embattled medical marijuana director has abruptly resigned: https://t.co/l3zKa7R2xT",Fri Jul 27 19:03:41 +0000 2018,Skidrow alley 
473,cindyscott54,"Florida's medical marijuana director abruptly resigns

(can't frankly blame him)
 https://t.co/uaXvNPJIMS",Fri Jul 27 19:02:14 +0000 2018,"Clermont, FL"
474,MyNews13,"BREAKING
Florida's embattled medical marijuana director has abruptly resigned: https://t.co/l3zKa7R2xT",Fri Jul 27 18:59:51 +0000 2018,"Orlando, FL"
475,chrispilz,Florida's embattled medical marijuana director has abruptly resigned,Fri Jul 27 18:59:37 +0000 2018,"Parrish, FL"
476,garywhite13,"Update from Fla. Office of Medical Marijuana Use: 141,618 total patients; 1,596 qualified ordering doctors, 40 in P… https://t.co/xda9XIZuW0",Fri Jul 27 18:58:57 +0000 2018,"Lakeland, Florida"
477,MarijuanaOrl,Pair of prominent California marijuana trade groups joining forces https://t.co/fw6ix8jTNs,Fri Jul 27 18:58:10 +0000 2018,"Orlando, Florida"
478,PinellasCoNews,@HealthyFla reminds residents to use caution to avoid falling victim to medical marijuana scams. They have recently… https://t.co/VSZCMtI7sl,Fri Jul 27 18:58:01 +0000 2018,"Pinellas County, Florida"
479,jbevis10,"This case being discussed now gives two convictions for James Brown, one for burglary and one for marijuana. #trialtweets",Fri Jul 27 18:56:40 +0000 2018,Fort Myers 
480,4reezingPoint,RT @Tribune242: Bahamas must 'get on board' following UK's marijuana bid  https://t.co/0eKynp4bOO,Fri Jul 27 18:55:24 +0000 2018,Hong Kong
481,loverboi2010,RT @Tribune242: Bahamas must 'get on board' following UK's marijuana bid  https://t.co/0eKynp4bOO,Fri Jul 27 18:54:08 +0000 2018,Bahamas
482,Tribune242,Bahamas must 'get on board' following UK's marijuana bid  https://t.co/0eKynp4bOO,Fri Jul 27 18:54:01 +0000 2018,"Nassau, Bahamas"
483,bobbymiamire,"Cannabis, coworking, and the marijuana-industry land rush https://t.co/gWlpSWSqLf",Fri Jul 27 18:47:57 +0000 2018,"South Miami, FL"
484,WPTV,Florida's medical marijuana director Christian Bax abruptly resigns https://t.co/6BzxUnJ2ZK https://t.co/q1HMtzxKa3,Fri Jul 27 18:33:00 +0000 2018,"West Palm Beach, FL"
485,CandyHeadEdible,RT @AndrewBuelt: '81% of U.S. adults believe that marijuana has at least 1 benefit. The benefit most commonly cited by respondents was pain…,Fri Jul 27 18:25:49 +0000 2018,"Providence, RI"
486,DrugTestNews,D.C. Has Had More Than 300 Synthetic Marijuana Overdoses In 2 Weeks https://t.co/lDg9OuBWNb,Fri Jul 27 18:16:32 +0000 2018,"Boca Raton, FL"
487,jbevis10,Viacava: “So this comes down to a 16 year old kid selling dime bags?” Officer on the stand arrested J. Brown for ma… https://t.co/qxiBFCdCl5,Fri Jul 27 18:11:05 +0000 2018,Fort Myers 
488,drue3432,RT @WALBNews10: 1 arrested after Warwick police seize 100 lbs. of marijuana https://t.co/tCU8jIIZFo https://t.co/kvmRTRS1m6,Fri Jul 27 18:04:43 +0000 2018,albany
489,joereedy,Florida Dept. of Health confirms Christian Bax is stepping down as Director of the Office of Medical Marijuana Use on Aug. 10.,Fri Jul 27 18:01:28 +0000 2018,"Tallahassee, FL"
490,carolyohe9080,"RT @AnricaC: Ricardo Rojas is a 75 yr. old elderly man who is serving a LIFE sentence for Marijuana! That's right, POT! He has spent the la…",Fri Jul 27 18:01:13 +0000 2018,"POMONA ,KS"
491,PharmaKaz,RT @MyCannaMD: Big changes for Florida's Office of Medical Marijuana Use https://t.co/gti5zCNBIx #mmj #FLmmj #medicalmarijuana #medicalcann…,Fri Jul 27 18:00:03 +0000 2018,"London, England"
492,BellezzaP,CBD is one of the 104 cannabinoids (chemical compound) found in the cannabis aka marijuana plant. Tetrahydrocannabi… https://t.co/h3KdPATNkf,Fri Jul 27 17:59:23 +0000 2018,"Miami, FL"
493,TheRealUncleBae,RT @INNOCENTfano: This is cocaine  not marijuana https://t.co/0yGC744RLx,Fri Jul 27 17:58:41 +0000 2018,"Limpopo, South Africa"
494,breakingbabs331,"RT @PennLive: Dry leaf medical marijuana becomes available in Pa. next week, although not everywhere https://t.co/heE4GOMKZN",Fri Jul 27 17:53:41 +0000 2018,Movin'
495,INNOCENTfano,This is cocaine  not marijuana https://t.co/0yGC744RLx,Fri Jul 27 17:51:27 +0000 2018,Cosmo city
496,vrosupreme,"Niggas ain’t “feignin for a pack” y’all are addicted to marijuana, seek counseling bruh",Fri Jul 27 17:50:54 +0000 2018,"North Lauderdale, FL"
497,HempHome,RT @rileecoyote: Dry flower on sale next week in PA 🤙🏻 About damn time. #gamechanger #medicalcannabis #Pennsylvania https://t.co/sA9RcMyOQ7,Fri Jul 27 17:48:39 +0000 2018,Philadelphia & Beyond
498,SPQAmericana,"RT @PennLive: Dry leaf medical marijuana becomes available in Pa. next week, although not everywhere https://t.co/heE4GOMKZN",Fri Jul 27 17:47:20 +0000 2018,
499,DrugTestNews,Manitoba RCMP find nearly 455 kilograms of marijuana after semi-trailer pulled over https://t.co/yKtivwkzz8,Fri Jul 27 17:46:28 +0000 2018,"Boca Raton, FL"
500,resist_r,@cynajane @BOB0101RLC It has come to my attention that in seldom occuring specific cases the legalization of mariju… https://t.co/Uf1S9SH3xw,Fri Jul 27 17:46:18 +0000 2018,"Pennsylvania, USA"
501,JamesWann7,"Bob Marley was buried with his red Gibson guitar, a Bible opened to Psalm 23, and some marijuana.",Fri Jul 27 17:46:01 +0000 2018,"Miami, FL"
502,elizabethrkoh,"DOH confirms Christian Bax, state's medical marijuana director, is resigning effective Aug. 10, after which deputy… https://t.co/3DorxqWTdg",Fri Jul 27 17:43:47 +0000 2018,"Tallahassee, FL"
503,NationalSheriff,RT @OCSOALERTS: It’s tough to steal an #icecream truck and make a getaway no one notices.  But William Grappy tried anyway.  He's now charg…,Fri Jul 27 17:43:30 +0000 2018,Nationwide
504,pauldsimmons,RT @AndrewBuelt: '81% of U.S. adults believe that marijuana has at least 1 benefit. The benefit most commonly cited by respondents was pain…,Fri Jul 27 17:42:30 +0000 2018,"Fruita, CO"
505,MyCannaMD,Big changes for Florida's Office of Medical Marijuana Use https://t.co/gti5zCNBIx #mmj #FLmmj #medicalmarijuana… https://t.co/oISYspB62T,Fri Jul 27 17:42:08 +0000 2018,"Orlando, FL"
506,AndrewBuelt,'81% of U.S. adults believe that marijuana has at least 1 benefit. The benefit most commonly cited by respondents w… https://t.co/xyuVqO5Unx,Fri Jul 27 17:41:53 +0000 2018,"St. Petersburg, Fl."
507,AndrewBuelt,"""More than a third (36.9%) of U.S. adults strongly or somewhat strongly agree that edible marijuana prevents health… https://t.co/OmYsBaDQyY",Fri Jul 27 17:40:25 +0000 2018,"St. Petersburg, Fl."
508,WALBNews10,1 arrested after Warwick police seize 100 lbs. of marijuana https://t.co/tCU8jIIZFo https://t.co/kvmRTRS1m6,Fri Jul 27 17:40:08 +0000 2018,"Albany, GA"
509,John__Cole,"RT @PennLive: Dry leaf medical marijuana becomes available in Pa. next week, although not everywhere https://t.co/heE4GOMKZN",Fri Jul 27 17:38:58 +0000 2018,Parkwood | 17th&A | Philly
510,Laylafor57,Did you know that @WalkerForFL supports full legal adult use marijuana? #Vote4AScientist,Fri Jul 27 17:35:57 +0000 2018,"Riverview, FL"
511,TRUSTinbound,Hot off the press! THE INCROWD is out!  https://t.co/jWX0dGSrml Thanks to @Newsmunchies @JGRcapital @Dvibz #marijuana,Fri Jul 27 17:35:03 +0000 2018,"Ponte Vedra, FL"
512,PennLive,"Dry leaf medical marijuana becomes available in Pa. next week, although not everywhere https://t.co/heE4GOMKZN",Fri Jul 27 17:33:33 +0000 2018,"Pennsylvania, USA"
513,itsdanibaby_x0,"When I visit the dispensary, I really think it’s fucking AMAZING to see all different age groups out here benefitin… https://t.co/5vyhubZYp8",Fri Jul 27 17:27:44 +0000 2018,"Tampa, FL"
514,yorbacus,RT @OCSOALERTS: It’s tough to steal an #icecream truck and make a getaway no one notices.  But William Grappy tried anyway.  He's now charg…,Fri Jul 27 17:21:28 +0000 2018,"Canton, MI"
515,DrugTestNews,"Week in Review: Medical marijuana confusion, teacher certifications, Automobile Alley development https://t.co/9Vdsbmc75v",Fri Jul 27 17:16:30 +0000 2018,"Boca Raton, FL"
516,terrance_v,RT @DanaP_2faded: I need weed marijuana cannibus green dope yea all that,Fri Jul 27 17:14:16 +0000 2018,From Brooklyn Ny To Tampa Fl 
517,KYMMJason,RT @sinsibility: A 'game-changer' for Pa. medical marijuana; flower goes on sale next week https://t.co/qwC9yhD8IP via @phillydotcom #avail…,Fri Jul 27 17:14:08 +0000 2018,"Mountains of Kentucky, USA"
518,sthieschaf3r,"My uncle: *wearing a t shirt w a picture of Cheech and Chong w a marijuana leaf of it* 

My uncle: “I should just w… https://t.co/2Uq2sOUYlK",Fri Jul 27 17:14:08 +0000 2018,"Minnesota, USA"
519,NinaSchumann14,RT @ChrisKingFL: 2.5 million Floridians are going without healthcare because they can't afford it. Here's how we can make healthcare more a…,Fri Jul 27 17:08:51 +0000 2018,
520,FriedonBusiness,@FriedonBusiness Show 462: #MedicalCannabis update for #maimi #miamibeach &amp; #Flroida | #breakingNews and your… https://t.co/bev5eLRP0T,Fri Jul 27 17:04:06 +0000 2018,South Florida
521,LNseven5,"Glad DOJ can enforce federal law! Sessions Says States Are Free To Legalize Marijuana, But DOJ Can Enforce Federal… https://t.co/4J7GQdJBj7",Fri Jul 27 17:03:17 +0000 2018,Tampa
522,CurrConsultGrp,"As OK struggles to figure out their #medicalmarijuana program, a third party has put forth their own legislation fo… https://t.co/dQjw2Z6pkW",Fri Jul 27 17:00:02 +0000 2018,"Coral Springs, FL"
